amount,bill_usage,service,tran_date,account
0,0,PWS,28-02-15,11-5406V
0,0,PWS,31-03-15,11-5406V
0,0,PWS,30-04-15,11-5406V
0,0,PWS,31-05-15,11-5406V
0,0,PWS,30-06-15,11-5406V
24.14,4,WATER,31-03-15,11-5406V
24.14,4,WATER,30-04-15,11-5406V
21.78,3,WATER,31-05-15,11-5406V
21.78,3,WATER,28-02-15,11-5406V
111.14,36,WATER,31-10-14,11-4870O
30.94,8,WATER,31-12-14,11-4870O
33.58,8,WATER,31-01-15,11-4870O
47,13,WATER,28-02-15,11-4870O
42.47,13,WATER,30-11-14,11-4870O
73,21,WATER,30-04-15,11-4870O
62.2,18,WATER,31-05-15,11-4870O
105.12,23,WATER,30-06-15,11-4870O
41.2,11,WATER,31-03-15,11-4870O
98.78,32,WATER,31-07-14,11-4870O
126.59,41,WATER,31-08-14,11-4870O
108.05,35,WATER,30-09-14,11-4870O
0.65,13,PWS,30-11-14,11-4870O
0.48,8,PWS,31-12-14,11-4870O
0,0,PWS,31-01-15,11-4870O
0,0,PWS,28-02-15,11-4870O
0,0,PWS,31-03-15,11-4870O
0,0,PWS,30-04-15,11-4870O
0,0,PWS,31-05-15,11-4870O
0,0,PWS,30-06-15,11-4870O
6.12,36,PWS,31-10-14,11-4870O
3.84,32,PWS,31-07-14,11-4870O
14.35,41,PWS,31-08-14,11-4870O
17.15,35,PWS,30-09-14,11-4870O
74.06,24,WATER,31-07-14,1-6921D
52.43,17,WATER,31-12-14,1-6921D
26.5,5,WATER,31-01-15,1-6921D
38.3,10,WATER,28-02-15,1-6921D
35.94,9,WATER,31-03-15,1-6921D
26.5,5,WATER,30-04-15,1-6921D
26.5,5,WATER,31-05-15,1-6921D
31,5,WATER,30-06-15,1-6921D
2.88,24,PWS,31-07-14,1-6921D
10.85,31,PWS,31-08-14,1-6921D
13.72,28,PWS,30-09-14,1-6921D
4.59,27,PWS,31-10-14,1-6921D
1.65,33,PWS,30-11-14,1-6921D
1.02,17,PWS,31-12-14,1-6921D
0,0,PWS,31-01-15,1-6921D
0,0,PWS,28-02-15,1-6921D
0,0,PWS,31-03-15,1-6921D
0,0,PWS,30-04-15,1-6921D
0,0,PWS,31-05-15,1-6921D
0,0,PWS,30-06-15,1-6921D
95.69,31,WATER,31-08-14,1-6921D
86.42,28,WATER,30-09-14,1-6921D
83.33,27,WATER,31-10-14,1-6921D
101.87,33,WATER,30-11-14,1-6921D
52.43,17,WATER,31-07-14,15-2156Q
58.61,19,WATER,31-08-14,15-2156Q
49.94,16,WATER,30-09-14,15-2156Q
42.47,13,WATER,31-10-14,15-2156Q
26.5,5,WATER,31-03-15,15-2156Q
33.58,8,WATER,30-04-15,15-2156Q
38.3,10,WATER,31-05-15,15-2156Q
51.3,11,WATER,30-06-15,15-2156Q
2.04,17,PWS,31-07-14,15-2156Q
6.65,19,PWS,31-08-14,15-2156Q
7.84,16,PWS,30-09-14,15-2156Q
2.21,13,PWS,31-10-14,15-2156Q
0.55,11,PWS,30-11-14,15-2156Q
37.49,11,WATER,30-11-14,15-2156Q
26.88,6,WATER,31-12-14,15-2156Q
26.5,5,WATER,31-01-15,15-2156Q
26.5,5,WATER,28-02-15,15-2156Q
0,0,PWS,30-04-15,15-2156Q
0,0,PWS,31-05-15,15-2156Q
0,0,PWS,30-06-15,15-2156Q
0,0,PWS,31-01-15,15-2156Q
0,0,PWS,28-02-15,15-2156Q
0,0,PWS,31-03-15,15-2156Q
0.36,6,PWS,31-12-14,15-2156Q
47.45,15,WATER,31-07-14,10-3317C
58.61,19,WATER,31-08-14,10-3317C
44.96,14,WATER,30-09-14,10-3317C
39.98,12,WATER,31-10-14,10-3317C
32.97,9,WATER,30-11-14,10-3317C
30.94,8,WATER,31-12-14,10-3317C
35.94,9,WATER,31-01-15,10-3317C
37.52,7,WATER,30-06-15,10-3317C
1.8,15,PWS,31-07-14,10-3317C
6.65,19,PWS,31-08-14,10-3317C
6.86,14,PWS,30-09-14,10-3317C
2.04,12,PWS,31-10-14,10-3317C
0.45,9,PWS,30-11-14,10-3317C
0.48,8,PWS,31-12-14,10-3317C
0,0,PWS,31-01-15,10-3317C
0,0,PWS,28-02-15,10-3317C
31.22,7,WATER,28-02-15,10-3317C
33.58,8,WATER,31-03-15,10-3317C
38.3,10,WATER,30-04-15,10-3317C
33.58,8,WATER,31-05-15,10-3317C
0,0,PWS,30-06-15,10-3317C
0,0,PWS,31-03-15,10-3317C
0,0,PWS,30-04-15,10-3317C
0,0,PWS,31-05-15,10-3317C
42.47,13,WATER,31-07-14,4-1935S
55.52,18,WATER,31-08-14,4-1935S
39.98,12,WATER,30-09-14,4-1935S
35,10,WATER,31-10-14,4-1935S
37.49,11,WATER,30-11-14,4-1935S
28.91,7,WATER,31-12-14,4-1935S
31.22,7,WATER,31-01-15,4-1935S
28.86,6,WATER,28-02-15,4-1935S
24.14,4,WATER,31-03-15,4-1935S
6.3,18,PWS,31-08-14,4-1935S
5.88,12,PWS,30-09-14,4-1935S
1.7,10,PWS,31-10-14,4-1935S
0.55,11,PWS,30-11-14,4-1935S
0.42,7,PWS,31-12-14,4-1935S
0,0,PWS,31-01-15,4-1935S
0,0,PWS,28-02-15,4-1935S
0,0,PWS,31-03-15,4-1935S
0,0,PWS,30-04-15,4-1935S
0,0,PWS,31-05-15,4-1935S
0,0,PWS,30-06-15,4-1935S
41.2,11,WATER,30-04-15,4-1935S
35.94,9,WATER,31-05-15,4-1935S
63.3,14,WATER,30-06-15,4-1935S
1.56,13,PWS,31-07-14,4-1935S
14.7,0,WATER,30-04-15,9-6445C
14.7,0,WATER,31-05-15,9-6445C
17.96,1,WATER,30-06-15,9-6445C
0.12,2,PWS,31-12-14,9-6445C
0,0,PWS,31-01-15,9-6445C
0,0,PWS,28-02-15,9-6445C
0,0,PWS,31-03-15,9-6445C
0,0,PWS,30-04-15,9-6445C
0,0,PWS,31-05-15,9-6445C
18.76,2,WATER,31-12-14,9-6445C
14.7,0,WATER,31-01-15,9-6445C
17.06,1,WATER,28-02-15,9-6445C
14.7,0,WATER,31-03-15,9-6445C
0,0,PWS,30-06-15,9-6445C
0.1,2,PWS,31-12-14,7-4097Z
30.94,8,WATER,30-11-14,7-4097Z
18.76,2,WATER,31-12-14,7-4097Z
0.4,8,PWS,30-11-14,7-4097Z
52.43,17,WATER,31-07-14,12-1700T
64.79,21,WATER,31-08-14,12-1700T
47.45,15,WATER,30-09-14,12-1700T
77.15,25,WATER,31-10-14,12-1700T
2.04,17,PWS,31-07-14,12-1700T
7.35,21,PWS,31-08-14,12-1700T
7.35,15,PWS,30-09-14,12-1700T
4.25,25,PWS,31-10-14,12-1700T
77.15,25,WATER,30-11-14,7-9611E
58.61,19,WATER,31-12-14,7-9611E
69.4,20,WATER,31-01-15,7-9611E
73,21,WATER,28-02-15,7-9611E
65.8,19,WATER,31-03-15,7-9611E
87.4,25,WATER,30-04-15,7-9611E
83.8,24,WATER,31-05-15,7-9611E
67.3,15,WATER,30-06-15,7-9611E
2.16,18,PWS,31-07-14,7-9611E
7,20,PWS,31-08-14,7-9611E
8.33,17,PWS,30-09-14,7-9611E
3.74,22,PWS,31-10-14,7-9611E
1.25,25,PWS,30-11-14,7-9611E
1.14,19,PWS,31-12-14,7-9611E
0,0,PWS,31-01-15,7-9611E
0,0,PWS,28-02-15,7-9611E
0,0,PWS,31-03-15,7-9611E
0,0,PWS,30-04-15,7-9611E
0,0,PWS,31-05-15,7-9611E
0,0,PWS,30-06-15,7-9611E
61.7,20,WATER,31-08-14,7-9611E
52.43,17,WATER,30-09-14,7-9611E
67.88,22,WATER,31-10-14,7-9611E
55.52,18,WATER,31-07-14,7-9611E
77.15,25,WATER,31-07-14,12-4716I
98.78,32,WATER,31-08-14,12-4716I
70.97,23,WATER,30-09-14,12-4716I
26.5,5,WATER,28-02-15,12-4716I
24.14,4,WATER,31-03-15,12-4716I
28.86,6,WATER,30-04-15,12-4716I
58.6,17,WATER,31-05-15,12-4716I
47.3,10,WATER,30-06-15,12-4716I
3,25,PWS,31-07-14,12-4716I
11.2,32,PWS,31-08-14,12-4716I
11.27,23,PWS,30-09-14,12-4716I
3.23,19,PWS,31-10-14,12-4716I
58.61,19,WATER,31-10-14,12-4716I
37.49,11,WATER,30-11-14,12-4716I
24.85,5,WATER,31-12-14,12-4716I
24.14,4,WATER,31-01-15,12-4716I
0,0,PWS,31-03-15,12-4716I
0,0,PWS,30-04-15,12-4716I
0,0,PWS,31-05-15,12-4716I
0,0,PWS,30-06-15,12-4716I
0,0,PWS,31-01-15,12-4716I
0,0,PWS,28-02-15,12-4716I
0.55,11,PWS,30-11-14,12-4716I
0.3,5,PWS,31-12-14,12-4716I
165.8,53,WATER,31-07-14,8-3172D
211.4,65,WATER,31-08-14,8-3172D
154.4,50,WATER,30-09-14,8-3172D
162,52,WATER,31-10-14,8-3172D
83.33,27,WATER,30-11-14,8-3172D
42.47,13,WATER,31-12-14,8-3172D
145,41,WATER,31-05-15,8-3172D
194.58,41,WATER,30-06-15,8-3172D
6.36,53,PWS,31-07-14,8-3172D
22.75,65,PWS,31-08-14,8-3172D
24.5,50,PWS,30-09-14,8-3172D
8.84,52,PWS,31-10-14,8-3172D
1.35,27,PWS,30-11-14,8-3172D
0.78,13,PWS,31-12-14,8-3172D
0,0,PWS,31-01-15,8-3172D
31.22,7,WATER,31-01-15,8-3172D
31.22,7,WATER,28-02-15,8-3172D
41.2,11,WATER,31-03-15,8-3172D
105.4,30,WATER,30-04-15,8-3172D
0,0,PWS,30-06-15,8-3172D
0,0,PWS,28-02-15,8-3172D
0,0,PWS,31-03-15,8-3172D
0,0,PWS,30-04-15,8-3172D
0,0,PWS,31-05-15,8-3172D
67.88,22,WATER,31-07-14,3-9570M
74.06,24,WATER,31-08-14,3-9570M
49.94,16,WATER,30-09-14,3-9570M
44.96,14,WATER,31-10-14,3-9570M
55.52,18,WATER,30-11-14,3-9570M
49.94,16,WATER,31-12-14,3-9570M
65.8,19,WATER,31-01-15,3-9570M
52.8,15,WATER,28-02-15,3-9570M
2.64,22,PWS,31-07-14,3-9570M
8.4,24,PWS,31-08-14,3-9570M
7.84,16,PWS,30-09-14,3-9570M
2.38,14,PWS,31-10-14,3-9570M
0.9,18,PWS,30-11-14,3-9570M
0.96,16,PWS,31-12-14,3-9570M
0,0,PWS,31-01-15,3-9570M
0,0,PWS,28-02-15,3-9570M
0,0,PWS,31-03-15,3-9570M
0,0,PWS,30-04-15,3-9570M
0,0,PWS,31-05-15,3-9570M
0,0,PWS,30-06-15,3-9570M
52.8,15,WATER,30-04-15,3-9570M
47,13,WATER,31-05-15,3-9570M
55.3,12,WATER,30-06-15,3-9570M
47,13,WATER,31-03-15,3-9570M
35,10,WATER,31-10-14,6-9749Y
24.85,5,WATER,31-12-14,6-9749Y
26.5,5,WATER,31-01-15,6-9749Y
26.5,5,WATER,28-02-15,6-9749Y
30.94,8,WATER,30-11-14,6-9749Y
38.3,10,WATER,30-04-15,6-9749Y
38.3,10,WATER,31-05-15,6-9749Y
44.04,9,WATER,30-06-15,6-9749Y
24.14,4,WATER,31-03-15,6-9749Y
86.42,28,WATER,31-07-14,6-9749Y
80.24,26,WATER,31-08-14,6-9749Y
37.49,11,WATER,30-09-14,6-9749Y
0.4,8,PWS,30-11-14,6-9749Y
0.3,5,PWS,31-12-14,6-9749Y
0,0,PWS,31-01-15,6-9749Y
0,0,PWS,28-02-15,6-9749Y
0,0,PWS,31-03-15,6-9749Y
0,0,PWS,30-04-15,6-9749Y
0,0,PWS,31-05-15,6-9749Y
0,0,PWS,30-06-15,6-9749Y
1.7,10,PWS,31-10-14,6-9749Y
3.36,28,PWS,31-07-14,6-9749Y
9.1,26,PWS,31-08-14,6-9749Y
5.39,11,PWS,30-09-14,6-9749Y
138.95,45,WATER,31-07-14,2-3820O
95.69,31,WATER,31-12-14,2-3820O
17.06,1,WATER,31-01-15,2-3820O
14.7,0,WATER,28-02-15,2-3820O
47,13,WATER,31-03-15,2-3820O
33.58,8,WATER,30-04-15,2-3820O
76.6,22,WATER,31-05-15,2-3820O
95.18,21,WATER,30-06-15,2-3820O
5.4,45,PWS,31-07-14,2-3820O
19.95,57,PWS,31-08-14,2-3820O
19.11,39,PWS,30-09-14,2-3820O
5.95,35,PWS,31-10-14,2-3820O
2.05,41,PWS,30-11-14,2-3820O
1.86,31,PWS,31-12-14,2-3820O
0,0,PWS,31-01-15,2-3820O
0,0,PWS,28-02-15,2-3820O
0,0,PWS,31-03-15,2-3820O
0,0,PWS,30-04-15,2-3820O
0,0,PWS,31-05-15,2-3820O
0,0,PWS,30-06-15,2-3820O
181,57,WATER,31-08-14,2-3820O
120.41,39,WATER,30-09-14,2-3820O
108.05,35,WATER,31-10-14,2-3820O
126.59,41,WATER,30-11-14,2-3820O
18.76,2,WATER,31-07-14,10-9304W
18.76,2,WATER,31-08-14,10-9304W
18.76,2,WATER,30-09-14,10-9304W
20.79,3,WATER,31-10-14,10-9304W
17.06,1,WATER,31-03-15,10-9304W
14.7,0,WATER,30-04-15,10-9304W
0,0,WATER,30-04-15,10-9304W
31.22,7,WATER,31-05-15,10-9304W
17.96,1,WATER,30-06-15,10-9304W
0.24,2,PWS,31-07-14,10-9304W
0.7,2,PWS,31-08-14,10-9304W
0.98,2,PWS,30-09-14,10-9304W
0.51,3,PWS,31-10-14,10-9304W
20.79,3,WATER,30-11-14,10-9304W
20.79,3,WATER,31-12-14,10-9304W
17.06,1,WATER,31-01-15,10-9304W
19.42,2,WATER,28-02-15,10-9304W
0,0,PWS,31-03-15,10-9304W
0,0,PWS,30-04-15,10-9304W
0,0,PWS,31-05-15,10-9304W
0,0,PWS,30-06-15,10-9304W
0,0,PWS,31-01-15,10-9304W
0,0,PWS,28-02-15,10-9304W
0.15,3,PWS,30-11-14,10-9304W
0.18,3,PWS,31-12-14,10-9304W
95.69,31,WATER,31-07-14,5-7197W
120.41,39,WATER,31-08-14,5-7197W
101.87,33,WATER,30-09-14,5-7197W
98.78,32,WATER,31-10-14,5-7197W
101.87,33,WATER,30-11-14,5-7197W
42.47,13,WATER,31-12-14,5-7197W
69.4,20,WATER,31-05-15,5-7197W
125,27,WATER,30-06-15,5-7197W
3.72,31,PWS,31-07-14,5-7197W
13.65,39,PWS,31-08-14,5-7197W
16.17,33,PWS,30-09-14,5-7197W
5.44,32,PWS,31-10-14,5-7197W
1.65,33,PWS,30-11-14,5-7197W
0.78,13,PWS,31-12-14,5-7197W
0,0,PWS,31-01-15,5-7197W
41.2,11,WATER,31-01-15,5-7197W
31.22,7,WATER,28-02-15,5-7197W
26.5,5,WATER,31-03-15,5-7197W
38.3,10,WATER,30-04-15,5-7197W
0,0,PWS,30-06-15,5-7197W
0,0,PWS,28-02-15,5-7197W
0,0,PWS,31-03-15,5-7197W
0,0,PWS,30-04-15,5-7197W
0,0,PWS,31-05-15,5-7197W
126.59,41,WATER,31-07-14,9-6516J
126.59,41,WATER,31-08-14,9-6516J
104.96,34,WATER,30-09-14,9-6516J
114.23,37,WATER,31-10-14,9-6516J
117.32,38,WATER,30-11-14,9-6516J
44.96,14,WATER,31-12-14,9-6516J
28.86,6,WATER,31-01-15,9-6516J
44.1,12,WATER,28-02-15,9-6516J
4.92,41,PWS,31-07-14,9-6516J
14.35,41,PWS,31-08-14,9-6516J
16.66,34,PWS,30-09-14,9-6516J
6.29,37,PWS,31-10-14,9-6516J
1.9,38,PWS,30-11-14,9-6516J
0.84,14,PWS,31-12-14,9-6516J
0,0,PWS,31-01-15,9-6516J
0,0,PWS,28-02-15,9-6516J
0,0,PWS,31-03-15,9-6516J
0,0,PWS,30-04-15,9-6516J
0,0,PWS,31-05-15,9-6516J
0,0,PWS,30-06-15,9-6516J
35.94,9,WATER,31-03-15,9-6516J
52.8,15,WATER,30-04-15,9-6516J
58.6,17,WATER,31-05-15,9-6516J
59.3,13,WATER,30-06-15,9-6516J
35,10,WATER,30-11-14,10-6977F
26.88,6,WATER,31-12-14,10-6977F
26.5,5,WATER,31-01-15,10-6977F
24.14,4,WATER,28-02-15,10-6977F
31.22,7,WATER,31-03-15,10-6977F
69.4,20,WATER,30-04-15,10-6977F
58.6,17,WATER,31-05-15,10-6977F
85.24,19,WATER,30-06-15,10-6977F
2.76,23,PWS,31-07-14,10-6977F
70.97,23,WATER,31-07-14,10-6977F
86.42,28,WATER,31-08-14,10-6977F
67.88,22,WATER,30-09-14,10-6977F
58.61,19,WATER,31-10-14,10-6977F
0.36,6,PWS,31-12-14,10-6977F
0,0,PWS,31-01-15,10-6977F
0,0,PWS,28-02-15,10-6977F
0,0,PWS,31-03-15,10-6977F
0,0,PWS,30-04-15,10-6977F
0,0,PWS,31-05-15,10-6977F
0,0,PWS,30-06-15,10-6977F
3.23,19,PWS,31-10-14,10-6977F
0.5,10,PWS,30-11-14,10-6977F
9.8,28,PWS,31-08-14,10-6977F
10.78,22,PWS,30-09-14,10-6977F
80.24,26,WATER,31-07-14,6-2563T
108.05,35,WATER,31-08-14,6-2563T
21.78,3,WATER,31-01-15,6-2563T
24.14,4,WATER,28-02-15,6-2563T
24.14,4,WATER,31-03-15,6-2563T
33.58,8,WATER,30-04-15,6-2563T
62.2,18,WATER,31-05-15,6-2563T
63.3,14,WATER,30-06-15,6-2563T
3.12,26,PWS,31-07-14,6-2563T
12.25,35,PWS,31-08-14,6-2563T
14.7,30,PWS,30-09-14,6-2563T
5.1,30,PWS,31-10-14,6-2563T
1.15,23,PWS,30-11-14,6-2563T
0.36,6,PWS,31-12-14,6-2563T
0,0,PWS,31-01-15,6-2563T
0,0,PWS,28-02-15,6-2563T
0,0,PWS,31-03-15,6-2563T
0,0,PWS,30-04-15,6-2563T
0,0,PWS,31-05-15,6-2563T
0,0,PWS,30-06-15,6-2563T
26.88,6,WATER,31-12-14,6-2563T
92.6,30,WATER,30-09-14,6-2563T
92.6,30,WATER,31-10-14,6-2563T
70.97,23,WATER,30-11-14,6-2563T
61.7,20,WATER,31-07-14,12-1288N
64.79,21,WATER,31-08-14,12-1288N
49.94,16,WATER,30-09-14,12-1288N
42.47,13,WATER,31-10-14,12-1288N
44.96,14,WATER,30-11-14,12-1288N
38.3,10,WATER,30-04-15,12-1288N
35.94,9,WATER,31-05-15,12-1288N
59.3,13,WATER,30-06-15,12-1288N
2.4,20,PWS,31-07-14,12-1288N
7.35,21,PWS,31-08-14,12-1288N
7.84,16,PWS,30-09-14,12-1288N
2.21,13,PWS,31-10-14,12-1288N
0.7,14,PWS,30-11-14,12-1288N
0.3,5,PWS,31-12-14,12-1288N
24.85,5,WATER,31-12-14,12-1288N
26.5,5,WATER,31-01-15,12-1288N
33.58,8,WATER,28-02-15,12-1288N
28.86,6,WATER,31-03-15,12-1288N
0,0,PWS,31-05-15,12-1288N
0,0,PWS,30-06-15,12-1288N
0,0,PWS,31-01-15,12-1288N
0,0,PWS,28-02-15,12-1288N
0,0,PWS,31-03-15,12-1288N
0,0,PWS,30-04-15,12-1288N
24.85,5,WATER,31-07-14,1-8948B
22.82,4,WATER,31-08-14,1-8948B
20.79,3,WATER,30-09-14,1-8948B
18.76,2,WATER,31-10-14,1-8948B
18.76,2,WATER,30-11-14,1-8948B
18.76,2,WATER,31-12-14,1-8948B
17.06,1,WATER,31-01-15,1-8948B
17.06,1,WATER,28-02-15,1-8948B
0.6,5,PWS,31-07-14,1-8948B
1.4,4,PWS,31-08-14,1-8948B
1.47,3,PWS,30-09-14,1-8948B
0.34,2,PWS,31-10-14,1-8948B
0.1,2,PWS,30-11-14,1-8948B
0.12,2,PWS,31-12-14,1-8948B
0,0,PWS,31-01-15,1-8948B
0,0,PWS,28-02-15,1-8948B
0,0,PWS,31-03-15,1-8948B
17.06,1,WATER,31-03-15,1-8948B
17.06,1,WATER,30-04-15,1-8948B
17.06,1,WATER,31-05-15,1-8948B
17.96,1,WATER,30-06-15,1-8948B
0,0,PWS,30-04-15,1-8948B
0,0,PWS,31-05-15,1-8948B
0,0,PWS,30-06-15,1-8948B
114.23,37,WATER,31-08-14,1-4972E
35,10,WATER,31-12-14,1-4972E
89.51,29,WATER,30-09-14,1-4972E
86.42,28,WATER,31-10-14,1-4972E
49.94,16,WATER,30-11-14,1-4972E
41.2,11,WATER,30-04-15,1-4972E
28.86,6,WATER,31-01-15,1-4972E
38.3,10,WATER,28-02-15,1-4972E
41.2,11,WATER,31-03-15,1-4972E
95.69,31,WATER,31-07-14,1-4972E
14.21,29,PWS,30-09-14,1-4972E
4.76,28,PWS,31-10-14,1-4972E
0.8,16,PWS,30-11-14,1-4972E
0.6,10,PWS,31-12-14,1-4972E
0,0,PWS,31-01-15,1-4972E
0,0,PWS,28-02-15,1-4972E
0,0,PWS,31-03-15,1-4972E
0,0,PWS,30-04-15,1-4972E
0,0,PWS,31-05-15,1-4972E
0,0,PWS,30-06-15,1-4972E
12.95,37,PWS,31-08-14,1-4972E
44.1,12,WATER,31-05-15,1-4972E
59.3,13,WATER,30-06-15,1-4972E
3.72,31,PWS,31-07-14,1-4972E
14.7,0,WATER,31-10-14,2-6180K
44.1,12,WATER,31-03-15,2-6180K
52.8,15,WATER,30-04-15,2-6180K
41.2,11,WATER,31-05-15,2-6180K
51.3,11,WATER,30-06-15,2-6180K
0,0,PWS,31-10-14,2-6180K
0.4,8,PWS,30-11-14,2-6180K
0.72,12,PWS,31-12-14,2-6180K
0,0,PWS,31-01-15,2-6180K
0,0,PWS,28-02-15,2-6180K
30.94,8,WATER,30-11-14,2-6180K
39.98,12,WATER,31-12-14,2-6180K
47,13,WATER,31-01-15,2-6180K
49.9,14,WATER,28-02-15,2-6180K
0,0,PWS,30-06-15,2-6180K
0,0,PWS,31-03-15,2-6180K
0,0,PWS,30-04-15,2-6180K
0,0,PWS,31-05-15,2-6180K
18.76,2,WATER,31-08-14,4-2453O
22.82,4,WATER,30-09-14,4-2453O
37.49,11,WATER,31-10-14,4-2453O
0.7,2,PWS,31-08-14,4-2453O
1.96,4,PWS,30-09-14,4-2453O
5.39,11,PWS,31-10-14,4-2453O
16.73,1,WATER,31-07-14,10-1473J
14.7,0,WATER,31-08-14,10-1473J
0.12,1,PWS,31-07-14,10-1473J
0,0,PWS,31-08-14,10-1473J
89.51,29,WATER,31-10-14,1-2256F
64.79,21,WATER,30-11-14,1-2256F
47,13,WATER,31-01-15,1-2256F
38.3,10,WATER,28-02-15,1-2256F
38.3,10,WATER,31-03-15,1-2256F
44.96,14,WATER,31-12-14,1-2256F
80.2,23,WATER,31-05-15,1-2256F
71.3,16,WATER,30-06-15,1-2256F
3.72,31,PWS,31-07-14,1-2256F
58.6,17,WATER,30-04-15,1-2256F
15.19,31,PWS,30-09-14,1-2256F
4.93,29,PWS,31-10-14,1-2256F
1.05,21,PWS,30-11-14,1-2256F
0.84,14,PWS,31-12-14,1-2256F
0,0,PWS,31-01-15,1-2256F
0,0,PWS,28-02-15,1-2256F
0,0,PWS,31-03-15,1-2256F
0,0,PWS,30-04-15,1-2256F
0,0,PWS,31-05-15,1-2256F
0,0,PWS,30-06-15,1-2256F
114.23,37,WATER,31-08-14,1-2256F
95.69,31,WATER,30-09-14,1-2256F
12.95,37,PWS,31-08-14,1-2256F
95.69,31,WATER,31-07-14,1-2256F
35,10,WATER,31-07-14,10-2522R
47.45,15,WATER,31-08-14,10-2522R
33.58,8,WATER,31-01-15,10-2522R
31.22,7,WATER,28-02-15,10-2522R
31.22,7,WATER,31-03-15,10-2522R
31.22,7,WATER,30-04-15,10-2522R
28.86,6,WATER,31-05-15,10-2522R
37.52,7,WATER,30-06-15,10-2522R
1.2,10,PWS,31-07-14,10-2522R
5.25,15,PWS,31-08-14,10-2522R
7.84,16,PWS,30-09-14,10-2522R
49.94,16,WATER,30-09-14,10-2522R
37.49,11,WATER,31-10-14,10-2522R
35,10,WATER,30-11-14,10-2522R
26.88,6,WATER,31-12-14,10-2522R
0,0,PWS,28-02-15,10-2522R
0,0,PWS,31-03-15,10-2522R
0,0,PWS,30-04-15,10-2522R
0,0,PWS,31-05-15,10-2522R
0,0,PWS,30-06-15,10-2522R
0,0,PWS,31-01-15,10-2522R
1.87,11,PWS,31-10-14,10-2522R
0.5,10,PWS,30-11-14,10-2522R
0.36,6,PWS,31-12-14,10-2522R
27.74,4,WATER,30-06-15,1-5681V
0,0,PWS,30-06-15,1-5681V
26.5,5,WATER,31-05-15,4-8122Q
14.7,0,WATER,30-06-15,4-8122Q
0,0,PWS,31-05-15,4-8122Q
0,0,PWS,30-06-15,4-8122Q
37.49,11,WATER,31-10-14,4-3426K
58.61,19,WATER,31-12-14,4-3426K
33.58,8,WATER,31-01-15,4-3426K
31.22,7,WATER,28-02-15,4-3426K
44.96,14,WATER,30-11-14,4-3426K
33.58,8,WATER,30-04-15,4-3426K
1.8,15,PWS,31-07-14,4-3426K
7.35,21,PWS,31-08-14,4-3426K
35.94,9,WATER,31-03-15,4-3426K
47.45,15,WATER,31-07-14,4-3426K
64.79,21,WATER,31-08-14,4-3426K
44.96,14,WATER,30-09-14,4-3426K
0,0,PWS,31-01-15,4-3426K
0,0,PWS,28-02-15,4-3426K
0,0,PWS,31-03-15,4-3426K
0,0,PWS,30-04-15,4-3426K
1.14,19,PWS,31-12-14,4-3426K
6.86,14,PWS,30-09-14,4-3426K
1.87,11,PWS,31-10-14,4-3426K
0.7,14,PWS,30-11-14,4-3426K
86.42,28,WATER,31-07-14,10-2884P
101.87,33,WATER,31-08-14,10-2884P
92.6,30,WATER,30-09-14,10-2884P
104.96,34,WATER,31-10-14,10-2884P
89.51,29,WATER,30-11-14,10-2884P
80.2,23,WATER,30-04-15,10-2884P
109,31,WATER,31-05-15,10-2884P
115.06,25,WATER,30-06-15,10-2884P
3.36,28,PWS,31-07-14,10-2884P
11.55,33,PWS,31-08-14,10-2884P
14.7,30,PWS,30-09-14,10-2884P
5.78,34,PWS,31-10-14,10-2884P
1.45,29,PWS,30-11-14,10-2884P
1.38,23,PWS,31-12-14,10-2884P
0,0,PWS,31-01-15,10-2884P
0,0,PWS,28-02-15,10-2884P
0,0,PWS,31-03-15,10-2884P
0,0,PWS,30-04-15,10-2884P
0,0,PWS,31-05-15,10-2884P
0,0,PWS,30-06-15,10-2884P
49.9,14,WATER,31-03-15,10-2884P
70.97,23,WATER,31-12-14,10-2884P
44.1,12,WATER,31-01-15,10-2884P
80.2,23,WATER,28-02-15,10-2884P
47.45,15,WATER,31-07-14,15-8294C
61.7,20,WATER,31-08-14,15-8294C
58.61,19,WATER,30-09-14,15-8294C
24.85,5,WATER,31-10-14,15-8294C
26.88,6,WATER,30-11-14,15-8294C
24.85,5,WATER,31-12-14,15-8294C
31.22,7,WATER,31-01-15,15-8294C
21.78,3,WATER,28-02-15,15-8294C
24.14,4,WATER,31-03-15,15-8294C
7,20,PWS,31-08-14,15-8294C
9.31,19,PWS,30-09-14,15-8294C
0.85,5,PWS,31-10-14,15-8294C
0.3,6,PWS,30-11-14,15-8294C
0.3,5,PWS,31-12-14,15-8294C
0,0,PWS,31-01-15,15-8294C
0,0,PWS,28-02-15,15-8294C
0,0,PWS,31-03-15,15-8294C
0,0,PWS,30-04-15,15-8294C
47,13,WATER,30-04-15,15-8294C
33.58,8,WATER,31-05-15,15-8294C
31,5,WATER,30-06-15,15-8294C
1.8,15,PWS,31-07-14,15-8294C
0,0,PWS,31-05-15,15-8294C
0,0,PWS,30-06-15,15-8294C
30.94,8,WATER,30-09-14,8-5076C
22.82,4,WATER,31-10-14,8-5076C
28.86,6,WATER,31-01-15,8-5076C
26.5,5,WATER,28-02-15,8-5076C
26.88,6,WATER,30-11-14,8-5076C
22.82,4,WATER,31-12-14,8-5076C
28.86,6,WATER,31-05-15,8-5076C
37.52,7,WATER,30-06-15,8-5076C
